3.59, 3.5890, 9.13, 9.13, -0.04, -0.00, 0.00
3.60, 0.0070, 9.13, 9.13, -0.04, -0.00, 112.59
3.61, 0.0060, 9.13, 9.13, -0.04, -0.00, 112.58
3.61, 0.0060, 9.13, 9.13, -0.04, -0.01, 112.56
3.62, 0.0060, 9.13, 9.13, -0.04, -0.01, 112.55
3.62, 0.0070, 9.13, 9.13, -0.04, -0.00, 112.55
3.63, 0.0070, 9.13, 9.13, -0.04, 0.02, 112.59
3.64, 0.0060, 9.13, 9.13, -0.04, 0.04, 112.76
3.64, 0.0070, 9.13, 9.13, -0.04, -0.02, 112.92
3.65, 0.0060, 9.13, 9.13, -0.04, -0.30, 112.47
3.66, 0.0070, 9.13, 9.12, -0.04, -0.88, 110.15
3.66, 0.0060, 9.13, 9.11, -0.04, -1.82, 105.41
3.67, 0.0060, 9.13, 9.09, -0.04, -2.96, 97.70
3.68, 0.0080, 9.13, 9.06, -0.04, -4.09, 88.21
3.68, 0.0060, 9.13, 9.03, -0.04, -4.99, 78.48
3.69, 0.0060, 9.13, 9.00, -0.04, -5.53, 70.70
3.70, 0.0070, 9.13, 8.96, -0.04, -5.87, 65.68
3.70, 0.0060, 9.13, 8.92, -0.04, -6.20, 62.20
3.71, 0.0060, 9.13, 8.88, -0.04, -6.96, 58.76
3.72, 0.0070, 9.13, 8.82, -0.04, -8.14, 51.83
3.72, 0.0070, 9.13, 8.75, -0.04, -9.51, 41.27
3.73, 0.0060, 9.13, 8.69, -0.04, -10.78, 28.96
3.74, 0.0070, 9.13, 8.61, -0.04, -11.77, 17.58
3.74, 0.0060, 9.13, 8.53, -0.04, -12.52, 8.00
3.75, 0.0060, 9.13, 8.45, -0.04, -13.11, 0.49
3.76, 0.0070, 9.13, 8.36, -0.04, -13.71, -5.79
3.76, 0.0070, 9.13, 8.26, -0.04, -14.43, -12.51
3.77, 0.0060, 9.13, 8.17, -0.04, -15.19, -20.28
3.77, 0.0070, 9.13, 8.05, -0.04, -15.84, -28.19
3.78, 0.0060, 9.13, 7.96, -0.04, -16.24, -35.65
3.79, 0.0070, 9.13, 7.84, -0.04, -16.35, -40.80
3.79, 0.0060, 9.13, 7.74, -0.04, -16.35, -43.98
3.80, 0.0060, 9.13, 7.65, -0.04, -16.36, -45.89
3.81, 0.0080, 9.13, 7.51, -0.04, -16.41, -47.98
3.81, 0.0060, 9.13, 7.42, -0.04, -16.42, -50.97
3.82, 0.0070, 9.13, 7.30, -0.04, -16.32, -53.08
3.83, 0.0060, 9.13, 7.21, -0.04, -16.01, -54.48
3.83, 0.0060, 9.13, 7.11, -0.04, -15.38, -53.98
3.84, 0.0070, 9.13, 7.01, -0.04, -14.40, -50.73
3.85, 0.0070, 9.13, 6.92, -0.04, -13.40, -44.97
3.85, 0.0060, 9.13, 6.85, -0.04, -12.08, -38.84
3.86, 0.0070, 9.13, 6.77, -0.04, -10.40, -29.74
3.87, 0.0060, 9.13, 6.72, -0.04, -8.98, -17.73
3.87, 0.0070, 9.13, 6.66, -0.04, -7.98, -7.45
3.88, 0.0060, 9.13, 6.62, -0.04, -7.38, -0.60
3.89, 0.0060, 9.13, 6.58, -0.04, -7.09, 3.37
3.89, 0.0070, 9.13, 6.53, -0.04, -6.83, 4.83
3.90, 0.0070, 9.13, 6.49, -0.04, -6.24, 5.97
3.90, 0.0060, 9.13, 6.46, -0.04, -4.97, 9.80
3.91, 0.0060, 9.13, 6.44, -0.04, -3.14, 19.33
3.92, 0.0070, 9.13, 6.43, -0.04, -1.17, 33.58
3.92, 0.0060, 9.13, 6.43, -0.04, 0.36, 49.23
3.93, 0.0070, 9.13, 6.44, -0.04, 1.05, 61.50
3.94, 0.0070, 9.13, 6.45, -0.04, 1.19, 67.19
3.94, 0.0060, 9.13, 6.45, -0.04, 1.23, 68.47
3.95, 0.0060, 9.13, 6.46, -0.04, 1.71, 68.95
3.96, 0.0070, 9.13, 6.48, -0.04, 2.86, 72.97
3.96, 0.0060, 9.13, 6.51, -0.04, 4.29, 82.53
3.97, 0.0060, 9.13, 6.54, -0.04, 5.37, 94.49
3.98, 0.0080, 9.13, 6.59, -0.04, 5.38, 103.82
3.98, 0.0060, 9.13, 6.61, -0.04, 4.56, 104.73
3.99, 0.0060, 9.13, 6.63, -0.04, 3.50, 98.73
4.00, 0.0070, 9.13, 6.65, -0.04, 2.65, 90.65
4.00, 0.0060, 9.13, 6.67, -0.04, 2.17, 84.25
4.01, 0.0060, 9.13, 6.68, -0.04, 1.86, 80.66
4.01, 0.0080, 9.13, 6.69, -0.04, 1.45, 78.40
4.02, 0.0060, 9.13, 6.69, -0.04, 0.62, 75.37
4.03, 0.0060, 9.13, 6.69, -0.04, -0.94, 68.83
4.03, 0.0070, 9.13, 6.66, -0.04, -3.03, 56.17
4.04, 0.0060, 9.13, 6.64, -0.04, -4.93, 39.02
4.05, 0.0060, 9.13, 6.60, -0.04, -6.65, 23.29
4.05, 0.0070, 9.13, 6.54, -0.04, -8.10, 8.74
4.06, 0.0070, 9.13, 6.48, -0.04, -9.02, -4.00
4.07, 0.0060, 9.13, 6.42, -0.04, -9.71, -12.63
4.07, 0.0070, 9.13, 6.34, -0.04, -10.58, -19.33
4.08, 0.0060, 9.13, 6.27, -0.04, -11.61, -27.80
4.09, 0.0060, 9.13, 6.20, -0.04, -12.70, -37.41
4.09, 0.0070, 9.13, 6.10, -0.04, -13.75, -47.67
4.10, 0.0070, 9.13, 6.00, -0.04, -14.61, -57.95
4.11, 0.0070, 9.13, 5.89, -0.04, -15.19, -66.90
4.11, 0.0060, 9.13, 5.80, -0.04, -15.69, -73.67
4.12, 0.0060, 9.13, 5.70, -0.04, -16.18, -79.53
4.13, 0.0070, 9.13, 5.59, -0.04, -16.28, -85.42
4.13, 0.0060, 9.13, 5.49, -0.04, -15.96, -88.51
4.14, 0.0070, 9.13, 5.38, -0.04, -15.39, -87.86
4.15, 0.0070, 9.13, 5.28, -0.04, -14.80, -85.46
4.15, 0.0060, 9.13, 5.19, -0.04, -14.46, -82.80
4.16, 0.0070, 9.13, 5.09, -0.04, -14.25, -81.84
4.17, 0.0060, 9.13, 5.01, -0.04, -13.88, -82.10
4.17, 0.0070, 9.13, 4.92, -0.04, -12.80, -80.81
4.18, 0.0060, 9.13, 4.85, -0.04, -11.17, -73.95
4.19, 0.0060, 9.13, 4.80, -0.04, -9.27, -62.27
4.19, 0.0080, 9.13, 4.74, -0.04, -7.32, -48.23
4.20, 0.0060, 9.13, 4.71, -0.04, -5.51, -33.79
4.20, 0.0060, 9.13, 4.68, -0.04, -3.80, -19.93
4.21, 0.0070, 9.13, 4.67, -0.04, -2.14, -6.69
4.22, 0.0060, 9.13, 4.67, -0.04, -0.38, 6.22
4.22, 0.0060, 9.13, 4.68, -0.04, 1.67, 20.28
4.23, 0.0080, 9.13, 4.71, -0.04, 3.93, 36.88
4.24, 0.0060, 9.13, 4.75, -0.04, 6.32, 55.63
4.24, 0.0060, 9.13, 4.80, -0.04, 8.28, 75.49
4.25, 0.0070, 9.13, 4.87, -0.04, 10.44, 92.16
4.26, 0.0060, 9.13, 4.95, -0.04, 12.82, 110.86
4.26, 0.0060, 9.13, 5.03, -0.04, 13.44, 131.49
4.27, 0.0070, 9.13, 5.12, -0.04, 12.95, 138.08
4.28, 0.0070, 9.13, 5.21, -0.04, 12.75, 135.97
4.28, 0.0070, 9.13, 5.30, -0.04, 14.01, 136.12
4.29, 0.0060, 9.13, 5.40, -0.04, 15.45, 148.15
4.30, 0.0070, 9.13, 5.51, -0.04, 16.45, 161.51
4.30, 0.0060, 9.13, 5.61, -0.04, 16.52, 171.81
4.31, 0.0070, 9.13, 5.72, -0.04, 15.66, 174.38
4.32, 0.0070, 9.13, 5.82, -0.04, 14.47, 169.69
4.32, 0.0060, 9.13, 5.90, -0.04, 13.13, 162.24
4.33, 0.0070, 9.13, 5.98, -0.04, 11.82, 153.04
4.34, 0.0060, 9.13, 6.05, -0.04, 10.54, 144.21
4.34, 0.0070, 9.13, 6.11, -0.04, 9.28, 135.29
4.35, 0.0060, 9.13, 6.16, -0.04, 7.83, 126.48
4.36, 0.0060, 9.13, 6.19, -0.04, 5.79, 115.82
4.36, 0.0080, 9.13, 6.22, -0.04, 3.01, 100.18
4.37, 0.0060, 9.13, 6.22, -0.04, -0.19, 78.43
4.37, 0.0070, 9.13, 6.19, -0.04, -3.38, 52.84
4.38, 0.0060, 9.13, 6.15, -0.04, -6.32, 26.86
4.39, 0.0060, 9.13, 6.10, -0.04, -9.18, 2.55
4.39, 0.0070, 9.13, 6.02, -0.04, -11.95, -21.47
4.40, 0.0070, 9.13, 5.91, -0.04, -14.78, -45.25
4.41, 0.0060, 9.13, 5.81, -0.04, -17.86, -70.00
4.41, 0.0070, 9.13, 5.66, -0.04, -21.08, -96.76
4.42, 0.0060, 9.13, 5.51, -0.04, -24.02, -125.47
4.43, 0.0060, 9.13, 5.36, -0.04, -26.45, -151.88
4.43, 0.0070, 9.13, 5.16, -0.04, -28.54, -174.49
4.44, 0.0060, 9.13, 4.97, -0.04, -30.62, -195.24
4.45, 0.0080, 9.13, 4.70, -0.04, -33.51, -215.53
4.45, 0.0060, 9.13, 4.48, -0.04, -36.45, -244.00
4.46, 0.0070, 9.13, 4.23, -0.04, -36.76, -271.90
4.47, 0.0060, 9.13, 4.02, -0.04, -34.86, -279.54
4.47, 0.0070, 9.13, 3.79, -0.04, -32.88, -268.54
4.48, 0.0060, 9.13, 3.59, -0.04, -32.54, -257.31
4.49, 0.0080, 9.13, 3.33, -0.04, -32.75, -258.43
4.49, 0.0060, 9.13, 3.13, -0.04, -33.03, -265.41
4.50, 0.0060, 9.13, 2.94, -0.04, -32.82, -271.57
4.51, 0.0070, 9.13, 2.71, -0.04, -31.69, -273.88
4.51, 0.0060, 9.13, 2.54, -0.04, -29.73, -269.27
4.52, 0.0070, 9.13, 2.35, -0.04, -27.18, -257.15
4.53, 0.0060, 9.13, 2.20, -0.04, -24.48, -240.57
4.53, 0.0080, 9.13, 2.03, -0.04, -21.59, -221.85
4.54, 0.0060, 9.13, 1.91, -0.04, -18.66, -202.18
4.55, 0.0070, 9.13, 1.80, -0.04, -15.60, -180.98
4.55, 0.0060, 9.13, 1.73, -0.04, -12.43, -158.74
4.56, 0.0070, 9.13, 1.67, -0.04, -8.90, -134.83
4.56, 0.0060, 9.13, 1.64, -0.04, -4.89, -107.86
4.57, 0.0070, 9.13, 1.63, -0.04, -0.69, -76.36
4.58, 0.0070, 9.13, 1.66, -0.04, 3.52, -42.82
4.58, 0.0060, 9.13, 1.70, -0.04, 7.67, -8.67
4.59, 0.0060, 9.13, 1.77, -0.04, 11.77, 25.42
4.60, 0.0070, 9.13, 1.89, -0.04, 15.96, 59.67
4.60, 0.0060, 9.13, 2.01, -0.04, 20.43, 95.39
4.61, 0.0080, 9.13, 2.21, -0.04, 25.01, 133.63
4.62, 0.0060, 9.13, 2.38, -0.04, 29.19, 174.30
4.62, 0.0060, 9.13, 2.58, -0.04, 32.82, 211.24
4.63, 0.0070, 9.13, 2.83, -0.04, 35.86, 244.15
4.64, 0.0060, 9.13, 3.07, -0.04, 38.87, 273.50
4.64, 0.0070, 9.13, 3.36, -0.04, 41.60, 302.23
4.65, 0.0060, 9.13, 3.62, -0.04, 43.47, 329.96
4.66, 0.0080, 9.13, 3.97, -0.04, 44.45, 350.08
4.66, 0.0060, 9.13, 4.24, -0.04, 44.98, 365.08
4.67, 0.0070, 9.13, 4.56, -0.04, 45.37, 374.68
4.68, 0.0060, 9.13, 4.83, -0.04, 45.52, 384.14
4.68, 0.0060, 9.13, 5.11, -0.04, 45.47, 390.84
4.69, 0.0070, 9.13, 5.42, -0.04, 45.35, 395.90
4.70, 0.0060, 9.13, 5.69, -0.04, 44.76, 401.29
4.70, 0.0080, 9.13, 6.04, -0.04, 43.43, 401.90
4.71, 0.0060, 9.13, 6.29, -0.04, 41.19, 398.26
4.72, 0.0070, 9.13, 6.56, -0.04, 38.53, 385.24
4.72, 0.0060, 9.13, 6.77, -0.04, 35.90, 369.36
4.73, 0.0070, 9.13, 7.00, -0.04, 33.13, 352.68
4.74, 0.0060, 9.13, 7.18, -0.04, 30.03, 335.15
4.74, 0.0070, 9.13, 7.37, -0.04, 26.63, 313.90
4.75, 0.0070, 9.13, 7.53, -0.04, 23.20, 290.42
4.76, 0.0060, 9.13, 7.65, -0.04, 19.65, 266.30
